"","inspection_ym","borough","avg_prcp","avg_snow","avg_snwd","avg_tmin","avg_tmax"
"208","2015-3","Manhattan",3.34285714285712,8.1517320354995,75.6484397366169,0.0955911823647359,8.10143143429717
"209","2015-3","Queens",3.25622661678248,7.6900053447355,101.624799572421,0.299946552645652,8.20748262960983
"210","2015-3","Staten Island",2.87272727272727,10.0909090909091,36.8181818181818,0.0675324675324678,8.76038961038961
"211","2015-4","Bronx",2.50115720135298,0,0,7.65095246572904,16.3025280398789
"212","2015-4","Brooklyn",1.27077594894187,0,0,8.71743365804501,18.0102788041653
"213","2015-4","Manhattan",0.974955504703787,0,0,7.26999745741164,16.4116196287821
"214","2015-4","Queens",2.911892208553,0,0,8.71939074399532,17.6009958992384
"215","2015-4","Staten Island",1.47848605577689,0,0,7.9593625498008,16.6011952191235
"216","2015-5","Bronx",0.200025354969578,0,0,14.9052231237323,25.2352941176471
"217","2015-5","Brooklyn",0.0712183637433767,0,0,14.8290759270159,25.3951147733961
"218","2015-5","Manhattan",0.0710141452889,0,0,14.912586909614,25.4409494126109
"219","2015-5","Queens",0.0486158001350442,0,0,16.1977717758272,27.156515867657
"220","2015-5","Staten Island",0.178571428571429,0,0,16.652380952381,26.2613095238095
"221","2015-6","Bronx",2.03437029603614,0,0,18.4985783575849,26.8302558956347
"222","2015-6","Brooklyn",2.59971558589305,0,0,17.1899317406143,24.9666097838453
"223","2015-6","Manhattan",2.38417975886008,0,0,17.2866642309098,25.3329923273657
"224","2015-6","Queens",3.10146914789423,0,0,17.5687561214496,25.4405484818805
"225","2015-6","Staten Island",2.17262357414448,0,0,17.7326996197719,25.874144486692
"226","2015-7","Bronx",3.71895261845386,0,0,22.2539365871037,29.9648735304596
"227","2015-7","Brooklyn",4.66500541711805,0,0,22.2646262188516,29.8790899241604
"228","2015-7","Manhattan",3.29621928166352,0,0,22.322243226213,30.1018588531821
"229","2015-7","Queens",4.03646209386281,0,0,22.1003610108303,29.8093862815884
"230","2015-7","Staten Island",4.16089965397924,0,0,22.0532871972318,29.7162629757785
"231","2015-8","Bronx",2.69603670441237,0,0,21.9499804763764,30.4021280749707
"232","2015-8","Brooklyn",2.26910163339384,0,0,21.8691923774955,30.4254083484574
"233","2015-8","Manhattan",1.31876796714579,0,0,21.5968377823409,30.4696919917864
"234","2015-8","Queens",2.47652777777777,0,0,21.8406944444444,30.4873611111111
"235","2015-8","Staten Island",2.94081632653061,0,0,21.8208163265306,30.4175510204082
"236","2015-9","Bronx",4.82956469165657,0,0,19.9591092301491,29.001269649335
"237","2015-9","Brooklyn",3.0557692307692,0,0,19.1101442307692,28.3192307692308
"238","2015-9","Manhattan",3.13801532287492,0,0,19.7294782925939,28.64976286027
"239","2015-9","Queens",3.41350407450524,0,0,19.7239813736903,28.6138533178114
"240","2015-9","Staten Island",5.9246835443038,0,0,18.0936708860759,26.6943037974684
"241","2016-1","Bronx",0.0468202465931214,0.257949383517193,23.1213497728746,-3.3629785853342,4.22874756651526
"242","2016-1","Brooklyn",0.399656750572076,0.343249427917621,15.0572082379866,-3.17791762013729,4.19496567505721
"243","2016-1","Manhattan",0.0213576158940395,0.355960264900665,23.5614422369384,-3.6448859455482,3.86118469462841
"244","2016-1","Queens",0.0199667221297837,0.33277870216306,23.5440931780365,-3.89400998336106,3.92961730449251
"245","2016-1","Staten Island",0.565671641791045,0.323383084577114,6.71641791044777,-2.02238805970149,5.03333333333333
"246","2016-10","Bronx",2.1618463180363,0,0,11.032363927428,18.4827107790822
"247","2016-10","Brooklyn",3.15224697147324,0,0,10.6150840171942,18.2200078155529
"248","2016-10","Manhattan",2.92829729729738,0,0,11.8448783783784,19.2339459459459
"249","2016-10","Queens",1.59388888888889,0,0,12.5192592592593,19.7993518518518
"250","2016-10","Staten Island",1.03170731707317,0,0,11.2112804878049,19.5832317073171
"251","2016-11","Bronx",5.10288132540987,0,0,6.73619665045924,13.5144786601837
"252","2016-11","Brooklyn",3.35090311986866,0,0,6.60355774493705,13.1888341543514
"253","2016-11","Manhattan",4.96803646144636,0,0,6.97461147638972,13.7540346682606
"254","2016-11","Queens",7.22014242115971,0,0,6.76520854526958,13.5663275686674
"255","2016-11","Staten Island",2.47003610108303,0,0,6.9942238267148,14.4101083032491
"256","2016-12","Bronx",2.06450328488952,0,0,0.914015528568604,6.7031057137169
"257","2016-12","Brooklyn",2.07864644107353,0,0,1.03477246207701,6.79945546479969
"258","2016-12","Manhattan",1.90539178249577,0,0,1.30806476248666,7.26157018481747
"259","2016-12","Queens",1.98743604320638,0,0,-0.0367822626492311,6.02723138146672
"260","2016-12","Staten Island",2.07445652173913,0,0,1.28152173913044,7.06304347826087
"261","2016-2","Bronx",3.53373291776549,1.70678494365851,2.98489570846317,0.507504195636535,7.5981539199233
"262","2016-2","Brooklyn",3.3336212624585,1.25149501661128,2.52823920265784,0.768172757475087,8.02803986710965
"263","2016-2","Manhattan",4.51125413115326,1.5674030266132,3.77978778918069,0.937032527396071,8.42532614367721
"264","2016-2","Queens",3.4376968503937,0.850393700787399,1.88976377952754,-0.380314960629903,6.70177165354331
"265","2016-2","Staten Island",4.24230171073098,1.51166407465008,0.902021772939351,-0.61376360808709,5.8165629860031
"266","2016-3","Bronx",1.18644795938293,0.868775629759822,0,5.19962897871512,15.357371607108
"267","2016-3","Brooklyn",0.981852462880029,0.809568701390523,0,5.53403252415743,15.7856233796842
"268","2016-3","Manhattan",1.17719918422843,0.984772263766153,0,5.21397688647177,15.3554724677091
"269","2016-3","Queens",1.3204329004329,1.3939393939394,0,4.61099567099568,14.1344588744589
"270","2016-3","Staten Island",1.48673139158576,1.86407766990291,0,4.69385113268609,14.8877022653722
"271","2016-4","Bronx",1.12911537360435,0,0,7.53836243916402,17.2774405954767
"272","2016-4","Brooklyn",1.51644736842106,0,0,6.78539473684207,16.6120394736843
"273","2016-4","Manhattan",1.42842001962709,0,0,6.99589793915601,16.3743670264967
"274","2016-4","Queens",1.24392523364486,0,0,7.6531152647975,17.8520249221184
"275","2016-4","Staten Island",1.06787148594377,0,0,7.81204819277109,17.6437751004016
"276","2016-5","Bronx",1.7023237179487,0,0,13.1664463141026,22.3378205128205
"277","2016-5","Brooklyn",1.91754207037225,0,0,12.6301376848547,21.3707292197858
"278","2016-5","Manhattan",1.72687330725251,0,0,12.0486909419199,21.114083659344
"279","2016-5","Queens",1.99637804187889,0,0,11.8920203735144,20.4207130730051
"280","2016-5","Staten Island",2.41374407582938,0,0,11.6109004739336,20.4047393364929
"281","2016-6","Bronx",1.34067948144837,0,0,16.8027268663389,26.3097451944569
"282","2016-6","Brooklyn",1.38385175380544,0,0,17.7974520185308,27.0003639973528
"283","2016-6","Manhattan",1.50312499999999,0,0,17.321533203125,26.2828369140625
"284","2016-6","Queens",1.35010020040081,0,0,17.3433867735471,27.0860721442886
"285","2016-6","Staten Island",1.3940251572327,0,0,17.3987421383648,26.6918238993711
"286","2016-7","Bronx",5.51460066555735,0,0,21.9983569051581,31.0502911813644
"287","2016-7","Brooklyn",5.66070120355832,0,0,22.1126635269492,30.8407639979069
"288","2016-7","Manhattan",5.29170888991244,0,0,22.1674573929065,30.962551819438
"289","2016-7","Queens",5.98695163104611,0,0,22.0278965129359,30.7516310461192
"290","2016-7","Staten Island",6.27287356321841,0,0,21.6094252873563,29.8586206896552
"291","2016-8","Bronx",1.066505946641,0,0,21.7495178399228,29.598649951784
"292","2016-8","Brooklyn",0.827467811158784,0,0,21.9165236051502,30.1470263641937
"293","2016-8","Manhattan",0.542000398485782,0,0,21.7842797369994,29.7989639370393
"294","2016-8","Queens",0.691638795986619,0,0,21.8646822742475,30.2467558528428
"295","2016-8","Staten Island",0.703303303303303,0,0,21.8027027027027,29.9207207207207
"296","2016-9","Bronx",3.32290788681515,0,0,17.864268512944,25.6907585791692
"297","2016-9","Brooklyn",2.87042532146388,0,0,18.6139795581932,26.5358391031982
"298","2016-9","Manhattan",3.48920547945203,0,0,17.7341643835617,25.7233150684931
"299","2016-9","Queens",2.77331812998861,0,0,17.9517673888255,25.8424743443558
"300","2016-9","Staten Island",0.976774193548387,0,0,19.0584946236559,27.1862365591398
"301","2017-1","Bronx",5.67593133674224,2.22059897735584,3.38933528122725,1.88020452885317,7.35051132213295
"302","2017-1","Brooklyn",5.55015682919883,2.96692329626478,2.67465069860277,1.82922725976621,7.15594525235244
"303","2017-1","Manhattan",5.30206817311363,2.48819098685022,7.31648155240613,1.5379037405847,7.64959785522777
"304","2017-1","Queens",5.18683602771367,2.1535796766744,5.47344110854502,1.62401847575058,7.16333718244804
"305","2017-1","Staten Island",2.53843137254902,3.42483660130723,1.68627450980393,1.88339869281046,7.70836601307189
"306","2017-10","Bronx",0.627503892060199,0,0,12.9563051375195,21.5062445943609
"307","2017-10","Brooklyn",0.95317067129056,0,0,12.5122120386426,20.3957394104533
"308","2017-10","Manhattan",0.645720040281978,0,0,12.4712271615595,20.7963602359373
"309","2017-10","Queens",0.839310344827585,0,0,12.4132019704434,20.4632512315271
"310","2017-10","Staten Island",11.3750611246944,0,0,13.0916870415648,20.6281173594132
